9;  9; 1234;  http://thehexfiles.net/viewstory.php?sid=1234; ;;  ; ;;  ; thehexfiles.net
1519;  1519; 1603463;  http://archiveofourown.org/works/1603463; ;;  ; 1; 5; archiveofourown.org
1603;  1603; 112745;  http://www.mediaminer.org/fanfic/view_st.php/112745; ;;  ; 1; 6; www.mediaminer.org
1605;  1605; 855577;  http://archiveofourown.org/works/855577; ;;  ; 1; 6; archiveofourown.org
1607;  1607; 129587;  http://www.mediaminer.org/fanfic/view_st.php/129587; ;;  ; 1; 6; www.mediaminer.org
1612;  1612; 141423;  http://www.mediaminer.org/fanfic/view_st.php/141423; ;;  ; 1; 6; www.mediaminer.org
1670;  1670; 589972;  http://archiveofourown.org/works/589972; ;;  ; 1; 6; archiveofourown.org
1757;  1757; 167794;  http://www.mediaminer.org/fanfic/view_st.php/167794; ;;  ; 1; 7; www.mediaminer.org
1812;  1812; 168642;  http://www.mediaminer.org/fanfic/view_st.php/168642; ;;  ; 1; 8; www.mediaminer.org
1949;  1949; 155133;  http://www.mediaminer.org/fanfic/view_st.php/155133; ;;  ; 1; 9; www.mediaminer.org
1967;  1967; 896232;  http://archiveofourown.org/works/896232; ;;  ; 1; 9; archiveofourown.org
2036;  2036; 834537;  http://archiveofourown.org/works/834537; ;;  ; 2; 0; archiveofourown.org
2284;  2284; 165977;  http://www.mediaminer.org/fanfic/view_st.php/165977; ;;  ; 2; 2; www.mediaminer.org
2304;  2304; 166385;  http://www.mediaminer.org/fanfic/view_st.php/166385; ;;  ; 2; 3; www.mediaminer.org
2318;  2318; 168228;  http://www.mediaminer.org/fanfic/view_st.php/168228; ;;  ; 2; 3; www.mediaminer.org
2325;  2325; 160233;  http://www.mediaminer.org/fanfic/view_st.php/160233; ;;  ; 2; 3; www.mediaminer.org
2333;  2333; 157243;  http://www.mediaminer.org/fanfic/view_st.php/157243; ;;  ; 2; 3; www.mediaminer.org
2456;  2456; 168492;  http://www.mediaminer.org/fanfic/view_st.php/168492; ;;  ; 2; 4; www.mediaminer.org
2457;  2457; 166212;  http://www.mediaminer.org/fanfic/view_st.php/166212; ;;  ; 2; 4; www.mediaminer.org
2529;  2529; 168935;  http://www.mediaminer.org/fanfic/view_st.php/168935; ;;  ; 2; 5; www.mediaminer.org
2535;  2535; 168526;  http://www.mediaminer.org/fanfic/view_st.php/168526; ;;  ; 2; 5; www.mediaminer.org
2536;  2536; 168317;  http://www.mediaminer.org/fanfic/view_st.php/168317; ;;  ; 2; 5; www.mediaminer.org
2572;  2572; 2252481;  http://archiveofourown.org/works/2252481; ;;  ; 2; 5; archiveofourown.org
2600;  2600; 2235;  http://www.mediaminer.org/fanfic/view_st.php/2235; ;;  ; 2; 6; www.mediaminer.org
2606;  2606; 63782;  http://www.mediaminer.org/fanfic/view_st.php/63782; ;;  ; 2; 6; www.mediaminer.org
2607;  2607; 1234;  http://www.destinysgateway.com/viewstory.php?sid=1234; ;;  ; 2; 6; www.destinysgateway.com
2617;  2617; 1234;  http://nha.magical-worlds.us/viewstory.php?sid=1234; ;;  ; 2; 6; nha.magical-worlds.us
2629;  2629; 12345;  http://www.tthfanfic.org/Story-12345; ;;  ; 2; 6; www.tthfanfic.org
2705;  2705; 1234;  http://dark-solace.org/elysian/viewstory.php?sid=1234; ;;  ; 2; 7; dark-solace.org
2711;  2711; 1234;  http://nha.magical-worlds.us/viewstory.php?sid=1234; ;;  ; 2; 7; nha.magical-worlds.us
2714;  2714; 1234;  https://www.squidge.org/peja/cgi-bin/viewstory.php?sid=1234; ;;  ; 2; 7; www.squidge.org
2733;  2733; 94132;  http://www.mediaminer.org/fanfic/view_st.php/94132; ;;  ; 2; 7; www.mediaminer.org
2734;  2734; 149350;  http://www.mediaminer.org/fanfic/view_st.php/149350; ;;  ; 2; 7; www.mediaminer.org
2736;  2736; 2241;  http://www.mediaminer.org/fanfic/view_st.php/2241; ;;  ; 2; 7; www.mediaminer.org
2738;  2738; 2057;  http://www.dokuga.com/fanfiction/story/2057; ;;  ; 2; 7; www.dokuga.com
2739;  2739; 397;  http://www.dokuga.com/fanfiction/story/397; ;;  ; 2; 7; www.dokuga.com
2740;  2740; 4993;  http://www.dokuga.com/fanfiction/story/4993; ;;  ; 2; 7; www.dokuga.com
2741;  2741; 5311;  http://www.dokuga.com/fanfiction/story/5311; ;;  ; 2; 7; www.dokuga.com
2742;  2742; 4361;  http://www.dokuga.com/fanfiction/story/4361; ;;  ; 2; 7; www.dokuga.com
2743;  2743; 9385;  http://www.dokuga.com/fanfiction/story/9385; ;;  ; 2; 7; www.dokuga.com
2744;  2744; 8124;  http://www.dokuga.com/fanfiction/story/8124; ;;  ; 2; 7; www.dokuga.com
2745;  2745; 2014;  http://www.dokuga.com/fanfiction/story/2014; ;;  ; 2; 7; www.dokuga.com
2746;  2746; 2605;  http://www.dokuga.com/fanfiction/story/2605; ;;  ; 2; 7; www.dokuga.com
2747;  2747; 8287;  http://www.dokuga.com/fanfiction/story/8287; ;;  ; 2; 7; www.dokuga.com
2748;  2748; 9331;  http://www.dokuga.com/fanfiction/story/9331; ;;  ; 2; 7; www.dokuga.com
2749;  2749; 3267;  http://www.dokuga.com/fanfiction/story/3267; ;;  ; 2; 7; www.dokuga.com
2750;  2750; 8996;  http://www.dokuga.com/fanfiction/story/8996; ;;  ; 2; 7; www.dokuga.com
2751;  2751; 1678;  http://www.dokuga.com/fanfiction/story/1678; ;;  ; 2; 7; www.dokuga.com
2752;  2752; 910;  http://www.dokuga.com/fanfiction/story/910; ;;  ; 2; 7; www.dokuga.com
2753;  2753; 658;  http://www.dokuga.com/fanfiction/story/658; ;;  ; 2; 7; www.dokuga.com
2754;  2754; 3252;  http://www.dokuga.com/fanfiction/story/3252; ;;  ; 2; 7; www.dokuga.com
2755;  2755; 2556;  http://www.dokuga.com/fanfiction/story/2556; ;;  ; 2; 7; www.dokuga.com
2756;  2756; 7053;  http://www.dokuga.com/fanfiction/story/7053; ;;  ; 2; 7; www.dokuga.com
2757;  2757; 1187;  http://www.dokuga.com/fanfiction/story/1187; ;;  ; 2; 7; www.dokuga.com
2758;  2758; 8596;  http://www.dokuga.com/fanfiction/story/8596; ;;  ; 2; 7; www.dokuga.com
2759;  2759; 669;  http://www.dokuga.com/fanfiction/story/669; ;;  ; 2; 7; www.dokuga.com
2760;  2760; 8100;  http://www.dokuga.com/fanfiction/story/8100; ;;  ; 2; 7; www.dokuga.com
2761;  2761; 274;  http://www.dokuga.com/fanfiction/story/274; ;;  ; 2; 7; www.dokuga.com
2762;  2762; 9455;  http://www.dokuga.com/fanfiction/story/9455; ;;  ; 2; 7; www.dokuga.com
2763;  2763; 3384;  http://www.dokuga.com/fanfiction/story/3384; ;;  ; 2; 7; www.dokuga.com
2764;  2764; 7040;  http://www.dokuga.com/fanfiction/story/7040; ;;  ; 2; 7; www.dokuga.com
2765;  2765; 9517;  http://www.dokuga.com/fanfiction/story/9517; ;;  ; 2; 7; www.dokuga.com
2766;  2766; 5265;  http://www.dokuga.com/fanfiction/story/5265; ;;  ; 2; 7; www.dokuga.com
2767;  2767; 579;  http://www.dokuga.com/fanfiction/story/579; ;;  ; 2; 7; www.dokuga.com
2768;  2768; 8461;  http://www.dokuga.com/fanfiction/story/8461; ;;  ; 2; 7; www.dokuga.com
2769;  2769; 6689;  http://www.dokuga.com/fanfiction/story/6689; ;;  ; 2; 7; www.dokuga.com
2770;  2770; 803;  http://www.dokuga.com/fanfiction/story/803; ;;  ; 2; 7; www.dokuga.com
2771;  2771; 4594;  http://www.dokuga.com/fanfiction/story/4594; ;;  ; 2; 7; www.dokuga.com
2772;  2772; 9568;  http://www.dokuga.com/fanfiction/story/9568; ;;  ; 2; 7; www.dokuga.com
2773;  2773; 7254;  http://www.dokuga.com/fanfiction/story/7254; ;;  ; 2; 7; www.dokuga.com
2774;  2774; 6990;  http://www.dokuga.com/fanfiction/story/6990; ;;  ; 2; 7; www.dokuga.com
2775;  2775; 4164;  http://www.dokuga.com/fanfiction/story/4164; ;;  ; 2; 7; www.dokuga.com
2776;  2776; 7169;  http://www.dokuga.com/fanfiction/story/7169; ;;  ; 2; 7; www.dokuga.com
2777;  2777; 2284;  http://www.dokuga.com/fanfiction/story/2284; ;;  ; 2; 7; www.dokuga.com
2778;  2778; 4458;  http://www.dokuga.com/fanfiction/story/4458; ;;  ; 2; 7; www.dokuga.com
2779;  2779; 489;  http://www.dokuga.com/fanfiction/story/489; ;;  ; 2; 7; www.dokuga.com
2780;  2780; 517;  http://www.dokuga.com/fanfiction/story/517; ;;  ; 2; 7; www.dokuga.com
2781;  2781; 7269;  http://www.dokuga.com/fanfiction/story/7269; ;;  ; 2; 7; www.dokuga.com
2782;  2782; 9299;  http://www.dokuga.com/fanfiction/story/9299; ;;  ; 2; 7; www.dokuga.com
2783;  2783; 8382;  http://www.dokuga.com/fanfiction/story/8382; ;;  ; 2; 7; www.dokuga.com
2784;  2784; 804;  http://www.dokuga.com/fanfiction/story/804; ;;  ; 2; 7; www.dokuga.com
2785;  2785; 8653;  http://www.dokuga.com/fanfiction/story/8653; ;;  ; 2; 7; www.dokuga.com
2786;  2786; 3748;  http://www.dokuga.com/fanfiction/story/3748; ;;  ; 2; 7; www.dokuga.com
2787;  2787; 9521;  http://www.dokuga.com/fanfiction/story/9521; ;;  ; 2; 7; www.dokuga.com
2788;  2788; 6879;  http://www.dokuga.com/fanfiction/story/6879; ;;  ; 2; 7; www.dokuga.com
2789;  2789; 6714;  http://www.dokuga.com/fanfiction/story/6714; ;;  ; 2; 7; www.dokuga.com
2790;  2790; 8186;  http://www.dokuga.com/fanfiction/story/8186; ;;  ; 2; 7; www.dokuga.com
2791;  2791; 8594;  http://www.dokuga.com/fanfiction/story/8594; ;;  ; 2; 7; www.dokuga.com
2792;  2792; 928;  http://www.dokuga.com/fanfiction/story/928; ;;  ; 2; 7; www.dokuga.com
2793;  2793; 5924;  http://www.dokuga.com/fanfiction/story/5924; ;;  ; 2; 7; www.dokuga.com
2794;  2794; 1797;  http://www.dokuga.com/fanfiction/story/1797; ;;  ; 2; 7; www.dokuga.com
2795;  2795; 6720;  http://www.dokuga.com/fanfiction/story/6720; ;;  ; 2; 7; www.dokuga.com
2796;  2796; 6984;  http://www.dokuga.com/fanfiction/story/6984; ;;  ; 2; 7; www.dokuga.com
2797;  2797; 3122;  http://www.dokuga.com/fanfiction/story/3122; ;;  ; 2; 7; www.dokuga.com
2798;  2798; 2478;  http://www.dokuga.com/fanfiction/story/2478; ;;  ; 2; 7; www.dokuga.com
2799;  2799; 8033;  http://www.dokuga.com/fanfiction/story/8033; ;;  ; 2; 7; www.dokuga.com
2800;  2800; 7335;  http://www.dokuga.com/fanfiction/story/7335; ;;  ; 2; 8; www.dokuga.com
2801;  2801; 5195;  http://www.dokuga.com/fanfiction/story/5195; ;;  ; 2; 8; www.dokuga.com
2802;  2802; 7603;  http://www.dokuga.com/fanfiction/story/7603; ;;  ; 2; 8; www.dokuga.com
2803;  2803; 6252;  http://www.dokuga.com/fanfiction/story/6252; ;;  ; 2; 8; www.dokuga.com
2804;  2804; 4088;  http://www.dokuga.com/fanfiction/story/4088; ;;  ; 2; 8; www.dokuga.com
2805;  2805; 2964;  http://www.dokuga.com/fanfiction/story/2964; ;;  ; 2; 8; www.dokuga.com
2806;  2806; 5586;  http://www.dokuga.com/fanfiction/story/5586; ;;  ; 2; 8; www.dokuga.com
2807;  2807; 8503;  http://www.dokuga.com/fanfiction/story/8503; ;;  ; 2; 8; www.dokuga.com
2808;  2808; 466;  http://www.dokuga.com/fanfiction/story/466; ;;  ; 2; 8; www.dokuga.com
2809;  2809; 8779;  http://www.dokuga.com/fanfiction/story/8779; ;;  ; 2; 8; www.dokuga.com
2810;  2810; 5782;  http://www.dokuga.com/fanfiction/story/5782; ;;  ; 2; 8; www.dokuga.com
2811;  2811; 895;  http://www.dokuga.com/fanfiction/story/895; ;;  ; 2; 8; www.dokuga.com
2812;  2812; 3544;  http://www.dokuga.com/fanfiction/story/3544; ;;  ; 2; 8; www.dokuga.com
2813;  2813; 1882;  http://www.dokuga.com/fanfiction/story/1882; ;;  ; 2; 8; www.dokuga.com
2814;  2814; 5887;  http://www.dokuga.com/fanfiction/story/5887; ;;  ; 2; 8; www.dokuga.com
2815;  2815; 1729;  http://www.dokuga.com/fanfiction/story/1729; ;;  ; 2; 8; www.dokuga.com
2816;  2816; 8941;  http://www.dokuga.com/fanfiction/story/8941; ;;  ; 2; 8; www.dokuga.com
2817;  2817; 240;  http://www.dokuga.com/fanfiction/story/240; ;;  ; 2; 8; www.dokuga.com
2818;  2818; 2827;  http://www.dokuga.com/fanfiction/story/2827; ;;  ; 2; 8; www.dokuga.com
2819;  2819; 6544;  http://www.dokuga.com/fanfiction/story/6544; ;;  ; 2; 8; www.dokuga.com
2820;  2820; 3018;  http://www.dokuga.com/fanfiction/story/3018; ;;  ; 2; 8; www.dokuga.com
2821;  2821; 760;  http://www.dokuga.com/fanfiction/story/760; ;;  ; 2; 8; www.dokuga.com
2822;  2822; 9454;  http://www.dokuga.com/fanfiction/story/9454; ;;  ; 2; 8; www.dokuga.com
2823;  2823; 4107;  http://www.dokuga.com/fanfiction/story/4107; ;;  ; 2; 8; www.dokuga.com
2824;  2824; 2161;  http://www.dokuga.com/fanfiction/story/2161; ;;  ; 2; 8; www.dokuga.com
2825;  2825; 7978;  http://www.dokuga.com/fanfiction/story/7978; ;;  ; 2; 8; www.dokuga.com
2826;  2826; 9551;  http://www.dokuga.com/fanfiction/story/9551; ;;  ; 2; 8; www.dokuga.com
2827;  2827; 4509;  http://www.dokuga.com/fanfiction/story/4509; ;;  ; 2; 8; www.dokuga.com
2828;  2828; 1209;  http://www.dokuga.com/fanfiction/story/1209; ;;  ; 2; 8; www.dokuga.com
2829;  2829; 5031;  http://www.dokuga.com/fanfiction/story/5031; ;;  ; 2; 8; www.dokuga.com
2830;  2830; 1967;  http://www.dokuga.com/fanfiction/story/1967; ;;  ; 2; 8; www.dokuga.com
2831;  2831; 2646;  http://www.dokuga.com/fanfiction/story/2646; ;;  ; 2; 8; www.dokuga.com
2832;  2832; 9211;  http://www.dokuga.com/fanfiction/story/9211; ;;  ; 2; 8; www.dokuga.com
2833;  2833; 5261;  http://www.dokuga.com/fanfiction/story/5261; ;;  ; 2; 8; www.dokuga.com
2834;  2834; 2580;  http://www.dokuga.com/fanfiction/story/2580; ;;  ; 2; 8; www.dokuga.com
2835;  2835; 9308;  http://www.dokuga.com/fanfiction/story/9308; ;;  ; 2; 8; www.dokuga.com
2836;  2836; 1748;  http://www.dokuga.com/fanfiction/story/1748; ;;  ; 2; 8; www.dokuga.com
2837;  2837; 9427;  http://www.dokuga.com/fanfiction/story/9427; ;;  ; 2; 8; www.dokuga.com
2838;  2838; 2673;  http://www.dokuga.com/fanfiction/story/2673; ;;  ; 2; 8; www.dokuga.com
2839;  2839; 9213;  http://www.dokuga.com/fanfiction/story/9213; ;;  ; 2; 8; www.dokuga.com
2840;  2840; 684;  http://www.dokuga.com/fanfiction/story/684; ;;  ; 2; 8; www.dokuga.com
2841;  2841; 2165;  http://www.dokuga.com/fanfiction/story/2165; ;;  ; 2; 8; www.dokuga.com
2842;  2842; 7683;  http://www.dokuga.com/fanfiction/story/7683; ;;  ; 2; 8; www.dokuga.com
2843;  2843; 6206;  http://www.dokuga.com/fanfiction/story/6206; ;;  ; 2; 8; www.dokuga.com
2844;  2844; 3551;  http://www.dokuga.com/fanfiction/story/3551; ;;  ; 2; 8; www.dokuga.com
2845;  2845; 5856;  http://www.dokuga.com/fanfiction/story/5856; ;;  ; 2; 8; www.dokuga.com
2846;  2846; 1627;  http://www.dokuga.com/fanfiction/story/1627; ;;  ; 2; 8; www.dokuga.com
2847;  2847; 8223;  http://www.dokuga.com/fanfiction/story/8223; ;;  ; 2; 8; www.dokuga.com
2848;  2848; 1053;  http://www.dokuga.com/fanfiction/story/1053; ;;  ; 2; 8; www.dokuga.com
2849;  2849; 3041;  http://www.dokuga.com/fanfiction/story/3041; ;;  ; 2; 8; www.dokuga.com
2850;  2850; 1544;  http://www.dokuga.com/fanfiction/story/1544; ;;  ; 2; 8; www.dokuga.com
2851;  2851; 6898;  http://www.dokuga.com/fanfiction/story/6898; ;;  ; 2; 8; www.dokuga.com
2852;  2852; 9265;  http://www.dokuga.com/fanfiction/story/9265; ;;  ; 2; 8; www.dokuga.com
2853;  2853; 5043;  http://www.dokuga.com/fanfiction/story/5043; ;;  ; 2; 8; www.dokuga.com
2854;  2854; 7245;  http://www.dokuga.com/fanfiction/story/7245; ;;  ; 2; 8; www.dokuga.com
2855;  2855; 9421;  http://www.dokuga.com/fanfiction/story/9421; ;;  ; 2; 8; www.dokuga.com
2856;  2856; 9645;  http://www.dokuga.com/fanfiction/story/9645; ;;  ; 2; 8; www.dokuga.com
2857;  2857; 5025;  http://www.dokuga.com/fanfiction/story/5025; ;;  ; 2; 8; www.dokuga.com
2858;  2858; 1231;  http://www.dokuga.com/fanfiction/story/1231; ;;  ; 2; 8; www.dokuga.com
2859;  2859; 5472;  http://www.dokuga.com/fanfiction/story/5472; ;;  ; 2; 8; www.dokuga.com
2860;  2860; 598;  http://www.dokuga.com/fanfiction/story/598; ;;  ; 2; 8; www.dokuga.com
2861;  2861; 8178;  http://www.dokuga.com/fanfiction/story/8178; ;;  ; 2; 8; www.dokuga.com
2862;  2862; 2360;  http://www.dokuga.com/fanfiction/story/2360; ;;  ; 2; 8; www.dokuga.com
2863;  2863; 1446;  http://www.dokuga.com/fanfiction/story/1446; ;;  ; 2; 8; www.dokuga.com
2864;  2864; 5055;  http://www.dokuga.com/fanfiction/story/5055; ;;  ; 2; 8; www.dokuga.com
2865;  2865; 9369;  http://www.dokuga.com/fanfiction/story/9369; ;;  ; 2; 8; www.dokuga.com
2866;  2866; 105;  http://www.dokuga.com/fanfiction/story/105; ;;  ; 2; 8; www.dokuga.com
2867;  2867; 2894;  http://www.dokuga.com/fanfiction/story/2894; ;;  ; 2; 8; www.dokuga.com
2868;  2868; 9307;  http://www.dokuga.com/fanfiction/story/9307; ;;  ; 2; 8; www.dokuga.com
2869;  2869; 1244;  http://www.dokuga.com/fanfiction/story/1244; ;;  ; 2; 8; www.dokuga.com
2870;  2870; 5468;  http://www.dokuga.com/fanfiction/story/5468; ;;  ; 2; 8; www.dokuga.com
2871;  2871; 8481;  http://www.dokuga.com/fanfiction/story/8481; ;;  ; 2; 8; www.dokuga.com
2872;  2872; 2907;  http://www.dokuga.com/fanfiction/story/2907; ;;  ; 2; 8; www.dokuga.com
2873;  2873; 4454;  http://www.dokuga.com/fanfiction/story/4454; ;;  ; 2; 8; www.dokuga.com
2874;  2874; 8372;  http://www.dokuga.com/fanfiction/story/8372; ;;  ; 2; 8; www.dokuga.com
2875;  2875; 4795;  http://www.dokuga.com/fanfiction/story/4795; ;;  ; 2; 8; www.dokuga.com
2876;  2876; 7594;  http://www.dokuga.com/fanfiction/story/7594; ;;  ; 2; 8; www.dokuga.com
2877;  2877; 5761;  http://www.dokuga.com/fanfiction/story/5761; ;;  ; 2; 8; www.dokuga.com
2878;  2878; 5378;  http://www.dokuga.com/fanfiction/story/5378; ;;  ; 2; 8; www.dokuga.com
2879;  2879; 5048;  http://www.dokuga.com/fanfiction/story/5048; ;;  ; 2; 8; www.dokuga.com
2880;  2880; 1696;  http://www.dokuga.com/fanfiction/story/1696; ;;  ; 2; 8; www.dokuga.com
2881;  2881; 7358;  http://www.dokuga.com/fanfiction/story/7358; ;;  ; 2; 8; www.dokuga.com
2882;  2882; 1808;  http://www.dokuga.com/fanfiction/story/1808; ;;  ; 2; 8; www.dokuga.com
2883;  2883; 5099;  http://www.dokuga.com/fanfiction/story/5099; ;;  ; 2; 8; www.dokuga.com
2884;  2884; 414;  http://www.dokuga.com/fanfiction/story/414; ;;  ; 2; 8; www.dokuga.com
2885;  2885; 2912;  http://www.dokuga.com/fanfiction/story/2912; ;;  ; 2; 8; www.dokuga.com
2886;  2886; 2226;  http://www.dokuga.com/fanfiction/story/2226; ;;  ; 2; 8; www.dokuga.com
2887;  2887; 5075;  http://www.dokuga.com/fanfiction/story/5075; ;;  ; 2; 8; www.dokuga.com
2888;  2888; 630;  http://www.dokuga.com/fanfiction/story/630; ;;  ; 2; 8; www.dokuga.com
2889;  2889; 2410;  http://www.dokuga.com/fanfiction/story/2410; ;;  ; 2; 8; www.dokuga.com
2890;  2890; 5090;  http://www.dokuga.com/fanfiction/story/5090; ;;  ; 2; 8; www.dokuga.com
2891;  2891; 4070;  http://www.dokuga.com/fanfiction/story/4070; ;;  ; 2; 8; www.dokuga.com
2892;  2892; 4802;  http://www.dokuga.com/fanfiction/story/4802; ;;  ; 2; 8; www.dokuga.com
2893;  2893; 5786;  http://www.dokuga.com/fanfiction/story/5786; ;;  ; 2; 8; www.dokuga.com
2894;  2894; 141;  http://www.dokuga.com/fanfiction/story/141; ;;  ; 2; 8; www.dokuga.com
2895;  2895; 2672;  http://www.dokuga.com/fanfiction/story/2672; ;;  ; 2; 8; www.dokuga.com
2896;  2896; 334;  http://www.dokuga.com/fanfiction/story/334; ;;  ; 2; 8; www.dokuga.com
2897;  2897; 490;  http://www.dokuga.com/fanfiction/story/490; ;;  ; 2; 8; www.dokuga.com
2898;  2898; 3719;  http://www.dokuga.com/fanfiction/story/3719; ;;  ; 2; 8; www.dokuga.com
2899;  2899; 5848;  http://www.dokuga.com/fanfiction/story/5848; ;;  ; 2; 8; www.dokuga.com
2900;  2900; 4506;  http://www.dokuga.com/fanfiction/story/4506; ;;  ; 2; 9; www.dokuga.com
2901;  2901; 9414;  http://www.dokuga.com/fanfiction/story/9414; ;;  ; 2; 9; www.dokuga.com
2902;  2902; 5484;  http://www.dokuga.com/fanfiction/story/5484; ;;  ; 2; 9; www.dokuga.com
